Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
SVK 86,DMR,Secondary Sight,Cantedreflex,,yes,svch,cantedreflex
SVK 86,DMR,Secondary Sight,G43 Magnifier,,yes,svch,g43magnifier
SVK 86,DMR,Secondary Sight,Offsetreddot,,,svch,offsetreddot
SVK 86,DMR,Secondary Sight,Secondarysight,,,svch,secondarysight
SVK 86,DMR,Secondary Sight,Adjustable Magnification 2.00X,,,svch,variable2x
SVK 86,DMR,Secondary Sight,Adjustable Magnification 3.00X,,,svch,variable3x
SVK 86,DMR,Secondary Sight,Adjustable Magnification 4.00X,,,svch,variable4x
SVK 86,DMR,Barrel,Basic Barrel,,yes,svch,basicbarrel
SVK 86,DMR,Barrel,Extended Barrel,yes,yes,svch,extendedbarrel
SVK 86,DMR,Barrel,Short Barrel,,yes,svch,shortbarrel
SVK 86,DMR,Muzzle,Aactitanmb,,yes,svch,aactitanmb
SVK 86,DMR,Muzzle,Aactitan QD,,yes,svch,aactitanqd
SVK 86,DMR,Muzzle,Alaskan360 Suppressor,,yes,svch,alaskan360suppressor
SVK 86,DMR,Muzzle,Flash Hider Silentsteel,,yes,svch,flashhidersilentsteel
SVK 86,DMR,Muzzle,Hx QD Magnumti Suppressor,,yes,svch,hxqdmagnumtisuppressor
SVK 86,DMR,Muzzle,Linear Comp,,yes,svch,kvpmachlinearcomp
SVK 86,DMR,Muzzle,R43osiris Suppressor,,yes,svch,r43osirissuppressor
SVK 86,DMR,Muzzle,Svchmb,yes,yes,svch,svchmb
SVK 86,DMR,Muzzle,Tionmb58x24,,yes,svch,tionmb58x24
SVK 86,DMR,Magazine,Fast Mag,,,svch,fast
SVK 86,DMR,Magazine,Standard Magazine,yes,yes,svch,regular
SVK 86,DMR,Ammo,FMJ,yes,,svch,fmj
SVK 86,DMR,Ammo,Frangible,,,svch,frangible
SVK 86,DMR,Ammo,Hollow Point,,,svch,hollowpoint
SVK 86,DMR,Ammo,Match Grade,,,svch,match
SVK 86,DMR,Ammo,Tungsten Core,,,svch,tungsten
SVK 86,DMR,Bottom Rail,6H64 Vertical,,yes,svch,6ch64_vertical
SVK 86,DMR,Bottom Rail,Atlas V8,,yes,svch,atlas_v8
SVK 86,DMR,Bottom Rail,Bcm Stubby,,yes,svch,bcm_stubby
SVK 86,DMR,Bottom Rail,Bt Grip Pod QD,,yes,svch,bt_grippod_qd
SVK 86,DMR,Bottom Rail,Fab Tfs,,yes,svch,fab_tfs
SVK 86,DMR,Bottom Rail,GPS2,,,svch,gps2
SVK 86,DMR,Bottom Rail,Kac Vertical Grip,,yes,svch,kac_vertical_grip
SVK 86,DMR,Bottom Rail,Lwrci Vfg,,yes,svch,lwrci_vfg
SVK 86,DMR,Bottom Rail,Magpul Afg,,yes,svch,magpul_afg
SVK 86,DMR,Bottom Rail,Magpul AFG2,,yes,svch,magpul_afg2
SVK 86,DMR,Bottom Rail,Magpul Mvg,,yes,svch,magpul_mvg
SVK 86,DMR,Bottom Rail,Msbs A2 Grip,,yes,svch,msbs_a2_grip
SVK 86,DMR,Bottom Rail,Qbz Grip Pod,,,svch,qbz_grippod
SVK 86,DMR,Bottom Rail,Tango Stubby,,yes,svch,tango_stubby
SVK 86,DMR,Bottom Rail,Tangodown Vertical,,yes,svch,tangodown_vertical
SVK 86,DMR,Bottom Rail,Troy,,yes,svch,troy
SVK 86,DMR,Bottom Rail,Zenitco RK1,,yes,svch,zenitco_rk1
SVK 86,DMR,Top Rail,Anpeq16b,,yes,svch,anpeq16b
SVK 86,DMR,Top Rail,Dbal-a3,,yes,svch,dbal-a3
SVK 86,DMR,Top Rail,La-23,,yes,svch,la-23
SVK 86,DMR,Top Rail,Mepro Sting,,yes,svch,mepro_sting
SVK 86,DMR,Top Rail,Perst4,,yes,svch,perst4
SVK 86,DMR,Top Rail,Raidxe,,yes,svch,raidxe
SVK 86,DMR,Top Rail,Top Rail,,,svch,toprail
SVK 86,DMR,Left Rail,Fn Elity,,yes,svch,fn_elity
SVK 86,DMR,Left Rail,Modulemk3,,yes,svch,modulemk3
SVK 86,DMR,Left Rail,Sf300,,,svch,sf300
SVK 86,DMR,Left Rail,Tl Missionlight,,yes,svch,tl_missionlight
SVK 86,DMR,Right Rail,Right Rail,,,svch,rightrail
SVK 86,DMR,Ergonomic,Ergonomic Grip,,,svch,ergonomic
SVDM,DMR,Scope,1p88 Variable,,yes,svdm,1p885
SVDM,DMR,Scope,A-P2 1.75X,,yes,svdm,acrop2
SVDM,DMR,Scope,PAS 35 3.00X,,yes,svdm,anpas35
SVDM,DMR,Scope,Baker 3.00X,,yes,svdm,bravo3
SVDM,DMR,Scope,BF 2M 2.50X,yes,,svdm,cod2m
SVDM,DMR,Scope,CCO 2.00X,,yes,svdm,compm5b
SVDM,DMR,Scope,Mini Flex 1.00X,,yes,svdm,eflxmini
SVDM,DMR,Scope,Elcandr,,yes,svdm,elcandr
SVDM,DMR,Scope,LDS 4.50X,,yes,svdm,elcanlds
SVDM,DMR,Scope,Hisshd,,yes,svdm,hisshd
SVDM,DMR,Scope,Holosundrsth,,yes,svdm,holosundrsth
SVDM,DMR,Scope,Iron Sights,,yes,svdm,iron_sights
SVDM,DMR,Scope,M7XI,,yes,svdm,m7xi
SVDM,DMR,Scope,Marchffpshorty,,yes,svdm,marchffpshorty
SVDM,DMR,Scope,Mark4m5a2,,yes,svdm,mark4m5a2
SVDM,DMR,Scope,RO-M 1.75X,,yes,svdm,meprom22
SVDM,DMR,Scope,Nfatacr,,yes,svdm,nfatacr
SVDM,DMR,Scope,Nx8-1,,yes,svdm,nx8-1
SVDM,DMR,Scope,NFX 8.00X,,yes,svdm,nx8-4
SVDM,DMR,Scope,Osa-7 1.00X,,yes,svdm,opk7
SVDM,DMR,Scope,Pg350,,yes,svdm,pg350
SVDM,DMR,Scope,R-MR 1.00X,,yes,svdm,rmr
SVDM,DMR,Scope,R4T 2.00X,,yes,svdm,romeo4t
SVDM,DMR,Scope,ROX 1.50X,,yes,svdm,romeox
SVDM,DMR,Scope,Sbpmii,,yes,svdm,sbpmii
SVDM,DMR,Scope,Shieldcqs,,yes,svdm,shieldcqs
SVDM,DMR,Scope,Spitfire,,yes,svdm,spitfire
SVDM,DMR,Scope,Steinert536,,yes,svdm,steinert536
SVDM,DMR,Scope,S-VPS 6.00X,,yes,svdm,tango6t
SVDM,DMR,Scope,RO-M 1.75X,,yes,svdm,trijiconmro
SVDM,DMR,Scope,Trijiconrco,,yes,svdm,trijiconrco
SVDM,DMR,Scope,Trijiconreapir,,yes,svdm,trijiconreapir
SVDM,DMR,Scope,SDO 3.50X,,yes,svdm,trijiconsdo
SVDM,DMR,Scope,RO-S 1.25X,,yes,svdm,trijiconsro
SVDM,DMR,Scope,Trijiconvcog,,yes,svdm,trijiconvcog
SVDM,DMR,Scope,3VZR 1.75X,,yes,svdm,vzor3
SVDM,DMR,Scope,XPS3,,yes,svdm,xps3
SVDM,DMR,Secondary Sight,Canted Iron Sights,,yes,svdm,cantedironsights
SVDM,DMR,Secondary Sight,Cantedreflex,,yes,svdm,cantedreflex
SVDM,DMR,Secondary Sight,G43 Magnifier,,yes,svdm,g43magnifier
SVDM,DMR,Secondary Sight,Offsetreddot,,,svdm,offsetreddot
SVDM,DMR,Secondary Sight,Adjustable Magnification 2.00X,,,svdm,variable2x
SVDM,DMR,Secondary Sight,Adjustable Magnification 3.00X,,,svdm,variable3x
SVDM,DMR,Secondary Sight,Adjustable Magnification 4.00X,,,svdm,variable4x
SVDM,DMR,Barrel,Basic Barrel,,yes,svdm,basicbarrel
SVDM,DMR,Barrel,Extended Barrel,,yes,svdm,extendedbarrel
SVDM,DMR,Barrel,Light Barrel,,yes,svdm,lightbarrel
SVDM,DMR,Barrel,Short Barrel,yes,yes,svdm,shortbarrel
SVDM,DMR,Muzzle,Aacsdn6 Suppressor,,yes,svdm,aacsdn6suppressor
SVDM,DMR,Muzzle,Aactitanmb,,yes,svdm,aactitanmb
SVDM,DMR,Muzzle,Enticerlti Suppressor,,yes,svdm,enticerltisuppressor
SVDM,DMR,Muzzle,Flash Hider Svdm,yes,yes,svdm,flashhidersvdm
SVDM,DMR,Muzzle,Hx QD Suppressor,,yes,svdm,hxqdsuppressor
SVDM,DMR,Muzzle,Linear Comp,,yes,svdm,kvpmachlinearcomp
SVDM,DMR,Muzzle,Lantacdragonmb,,yes,svdm,lantacdragonmb
SVDM,DMR,Muzzle,Sandman-smil Suppressor,,yes,svdm,sandman-smilsuppressor
SVDM,DMR,Muzzle,Sigtaperedmb,,yes,svdm,sigtaperedmb
SVDM,DMR,Magazine,Compact Magazine I,,,svdm,compact1
SVDM,DMR,Magazine,Extended Magazine I,,,svdm,extended1
SVDM,DMR,Magazine,Fast Mag,,,svdm,fast
SVDM,DMR,Magazine,Standard Magazine,yes,,svdm,regular
SVDM,DMR,Ammo,FMJ,yes,,svdm,fmj
SVDM,DMR,Ammo,Frangible,,,svdm,frangible
SVDM,DMR,Ammo,Hollow Point,,,svdm,hollowpoint
SVDM,DMR,Ammo,Match Grade,,,svdm,match
SVDM,DMR,Ammo,Tungsten Core,,,svdm,tungsten
SVDM,DMR,Bottom Rail,6H64 Vertical,,yes,svdm,6ch64_vertical
SVDM,DMR,Bottom Rail,Bcm Stubby,,yes,svdm,bcm_stubby
SVDM,DMR,Bottom Rail,Bottom Rail,,,svdm,bottom_rail
SVDM,DMR,Bottom Rail,Bt Grip Pod QD,,yes,svdm,bt_grippod_qd
SVDM,DMR,Bottom Rail,Fab Tfs,,yes,svdm,fab_tfs
SVDM,DMR,Bottom Rail,GPS2,,,svdm,gps2
SVDM,DMR,Bottom Rail,Hfga,,yes,svdm,hfga
SVDM,DMR,Bottom Rail,Kac Vertical Grip,,yes,svdm,kac_vertical_grip
SVDM,DMR,Bottom Rail,Lwrci Vfg,,yes,svdm,lwrci_vfg
SVDM,DMR,Bottom Rail,Magpul Afg,,yes,svdm,magpul_afg
SVDM,DMR,Bottom Rail,Magpul AFG2,,yes,svdm,magpul_afg2
SVDM,DMR,Bottom Rail,Magpul Mvg,,yes,svdm,magpul_mvg
SVDM,DMR,Bottom Rail,Msbs A2 Grip,,yes,svdm,msbs_a2_grip
SVDM,DMR,Bottom Rail,Qbz Grip Pod,,,svdm,qbz_grippod
SVDM,DMR,Bottom Rail,Svdm Bipod,,yes,svdm,svdmbipod
SVDM,DMR,Bottom Rail,Tango Stubby,,yes,svdm,tango_stubby
SVDM,DMR,Bottom Rail,Tangodown Vertical,,yes,svdm,tangodown_vertical
SVDM,DMR,Bottom Rail,Troy,,yes,svdm,troy
SVDM,DMR,Bottom Rail,Zenitco RK1,,yes,svdm,zenitco_rk1
SVDM,DMR,Left Rail,Fn Elity,,yes,svdm,fn_elity
SVDM,DMR,Left Rail,Modulemk3,,yes,svdm,modulemk3
SVDM,DMR,Left Rail,Sf300,,,svdm,sf300
SVDM,DMR,Left Rail,Tl Missionlight,,yes,svdm,tl_missionlight
SVDM,DMR,Right Rail,Anpeq16b,,yes,svdm,anpeq16b
SVDM,DMR,Right Rail,Dbal-a3,,yes,svdm,dbal-a3
SVDM,DMR,Right Rail,La-23,,yes,svdm,la-23
SVDM,DMR,Right Rail,Mepro Sting,,yes,svdm,mepro_sting
SVDM,DMR,Right Rail,Perst4,,yes,svdm,perst4
SVDM,DMR,Right Rail,Raidxe,,yes,svdm,raidxe
SVDM,DMR,Ergonomic,Ergonomic Grip,,,svdm,ergonomic
SVDM,DMR,Ergonomic,Improved Mag Catch,,,svdm,improved_mag_catch
SVDM,DMR,Ergonomic,Recoil Buffer,,,svdm,recoilbuffer
COMBAT KNIFE,Melee,-,(no attachments),,,combatknife,
DINOMACHETE,Melee,-,(no attachments),,,dinomachete,
GEKOKNIFE,Melee,-,(no attachments),,,gekoknife,
ICE AXE,Melee,-,(no attachments),,,iceclimbingaxe,
SLEDGEHAMMER,Melee,-,(no attachments),,,sledgehammer,
M240L,LMG,Scope,A-P2 1.75X,,yes,m240l,acrop2
M240L,LMG,Scope,PAS 35 3.00X,,yes,m240l,anpas35
M240L,LMG,Scope,Baker 3.00X,,yes,m240l,bravo3
M240L,LMG,Scope,BF 2M 2.50X,,,m240l,cod2m
M240L,LMG,Scope,CCO 2.00X,,yes,m240l,compm5b
M240L,LMG,Scope,Mini Flex 1.00X,,yes,m240l,eflxmini
M240L,LMG,Scope,Elcandr,,yes,m240l,elcandr
M240L,LMG,Scope,LDS 4.50X,,yes,m240l,elcanlds
M240L,LMG,Scope,Holosundrsth,,yes,m240l,holosundrsth
M240L,LMG,Scope,Iron Sights,,,m240l,iron_sights
M240L,LMG,Scope,RO-M 1.75X,,yes,m240l,meprom22
M240L,LMG,Scope,Osa-7 1.00X,,yes,m240l,opk7
M240L,LMG,Scope,Pg350,,yes,m240l,pg350
M240L,LMG,Scope,R-MR 1.00X,,yes,m240l,rmr
M240L,LMG,Scope,R4T 2.00X,,yes,m240l,romeo4t
M240L,LMG,Scope,ROX 1.50X,,yes,m240l,romeox
M240L,LMG,Scope,Shieldcqs,,yes,m240l,shieldcqs
M240L,LMG,Scope,Spitfire,,yes,m240l,spitfire
M240L,LMG,Scope,Steinert536,,yes,m240l,steinert536
M240L,LMG,Scope,S-VPS 6.00X,,yes,m240l,tango6t
M240L,LMG,Scope,RO-M 1.75X,,yes,m240l,trijiconmro
M240L,LMG,Scope,Trijiconrco,,yes,m240l,trijiconrco
M240L,LMG,Scope,Trijiconreapir,,yes,m240l,trijiconreapir
M240L,LMG,Scope,SDO 3.50X,,yes,m240l,trijiconsdo
M240L,LMG,Scope,RO-S 1.25X,,yes,m240l,trijiconsro
M240L,LMG,Scope,Trijiconvcog,,yes,m240l,trijiconvcog
M240L,LMG,Scope,Vortexm157,,yes,m240l,vortexm157
M240L,LMG,Scope,3VZR 1.75X,,yes,m240l,vzor3
M240L,LMG,Scope,XPS3,yes,yes,m240l,xps3
M240L,LMG,Secondary Sight,Canted Iron Sights,,yes,m240l,cantedironsights
M240L,LMG,Secondary Sight,Cantedreflex,,yes,m240l,cantedreflex
M240L,LMG,Secondary Sight,G43 Magnifier,,yes,m240l,g43magnifier
M240L,LMG,Secondary Sight,Offsetreddot,,,m240l,offsetreddot
M240L,LMG,Secondary Sight,Secondarysight,,,m240l,secondarysight
M240L,LMG,Barrel,Heavy Barrel,yes,yes,m240l,heavybarrel
M240L,LMG,Barrel,Heavy Extended Barrel,,yes,m240l,heavyextendedbarrel
M240L,LMG,Barrel,Light Barrel,,,m240l,lightbarrel
M240L,LMG,Muzzle,Flash Hider M240l,yes,yes,m240l,flashhiderm240l
M240L,LMG,Muzzle,Linear Comp,,yes,m240l,kvpmachlinearcomp
M240L,LMG,Muzzle,Mgsmod1 Suppressor,,yes,m240l,mgsmod1suppressor
M240L,LMG,Muzzle,Rdm240fvs,,yes,m240l,rdm240fvs
M240L,LMG,Muzzle,Rsrazor762 Suppressor,,yes,m240l,rsrazor762suppressor
M240L,LMG,Muzzle,Saimg30lt Suppressor,,yes,m240l,saimg30ltsuppressor
M240L,LMG,Muzzle,Silentsteelmb,,yes,m240l,silentsteelmb
M240L,LMG,Muzzle,Socommb,,yes,m240l,socommb
M240L,LMG,Magazine,Extended Magazine I,,,m240l,extended1
M240L,LMG,Magazine,Extended Magazine II,,,m240l,extended2
M240L,LMG,Magazine,Standard Magazine,yes,,m240l,regular
M240L,LMG,Ammo,FMJ,yes,,m240l,fmj
M240L,LMG,Ammo,Frangible,,,m240l,frangible
M240L,LMG,Ammo,Hollow Point,,,m240l,hollowpoint
M240L,LMG,Ammo,Tungsten Core,,,m240l,tungsten
M240L,LMG,Bottom Rail,6H64 Vertical,,yes,m240l,6ch64_vertical
M240L,LMG,Bottom Rail,Atlas V8,yes,yes,m240l,atlas_v8
M240L,LMG,Bottom Rail,Bcm Stubby,,yes,m240l,bcm_stubby
M240L,LMG,Bottom Rail,Bt Grip Pod QD,,yes,m240l,bt_grippod_qd
M240L,LMG,Bottom Rail,Fab Tfs,,yes,m240l,fab_tfs
M240L,LMG,Bottom Rail,GPS2,,,m240l,gps2
M240L,LMG,Bottom Rail,Kac Vertical Grip,,yes,m240l,kac_vertical_grip
M240L,LMG,Bottom Rail,Lwrci Vfg,,yes,m240l,lwrci_vfg
M240L,LMG,Bottom Rail,Magpul Afg,,yes,m240l,magpul_afg
M240L,LMG,Bottom Rail,Magpul AFG2,,yes,m240l,magpul_afg2
M240L,LMG,Bottom Rail,Magpul Mvg,,yes,m240l,magpul_mvg
M240L,LMG,Bottom Rail,Msbs A2 Grip,,yes,m240l,msbs_a2_grip
M240L,LMG,Bottom Rail,Qbz Grip Pod,,,m240l,qbz_grippod
M240L,LMG,Bottom Rail,Tango Stubby,,yes,m240l,tango_stubby
M240L,LMG,Bottom Rail,Tangodown Vertical,,yes,m240l,tangodown_vertical
M240L,LMG,Bottom Rail,Troy,,yes,m240l,troy
M240L,LMG,Bottom Rail,Zenitco RK1,,yes,m240l,zenitco_rk1
M240L,LMG,Left Rail,Modulemk3,,yes,m240l,modulemk3
M240L,LMG,Left Rail,Sf300,,,m240l,sf300
M240L,LMG,Left Rail,Tl Missionlight,,yes,m240l,tl_missionlight
M240L,LMG,Right Rail,Anpeq16b,,yes,m240l,anpeq16b
M240L,LMG,Right Rail,Dbal-a3,,yes,m240l,dbal-a3
M240L,LMG,Right Rail,La-23,,yes,m240l,la-23
M240L,LMG,Right Rail,Mepro Sting,,yes,m240l,mepro_sting
M240L,LMG,Right Rail,Perst4,,yes,m240l,perst4
M240L,LMG,Right Rail,Raidxe,,yes,m240l,raidxe
M240L,LMG,Ergonomic,Ergonomic Grip,,,m240l,ergonomic
M240L,LMG,Ergonomic,Rail Cover,,yes,m240l,railcover
M250,LMG,Scope,A-P2 1.75X,,yes,m250,acrop2
M250,LMG,Scope,PAS 35 3.00X,,yes,m250,anpas35
M250,LMG,Scope,Baker 3.00X,,yes,m250,bravo3
M250,LMG,Scope,BF 2M 2.50X,,,m250,cod2m
M250,LMG,Scope,CCO 2.00X,,yes,m250,compm5b
M250,LMG,Scope,Mini Flex 1.00X,,yes,m250,eflxmini
M250,LMG,Scope,Elcandr,,yes,m250,elcandr
M250,LMG,Scope,LDS 4.50X,,yes,m250,elcanlds
M250,LMG,Scope,Holosundrsth,,yes,m250,holosundrsth
M250,LMG,Scope,Iron Sights,,,m250,iron_sights
M250,LMG,Scope,RO-M 1.75X,,yes,m250,meprom22
M250,LMG,Scope,Osa-7 1.00X,,yes,m250,opk7
M250,LMG,Scope,Pg350,,yes,m250,pg350
M250,LMG,Scope,R-MR 1.00X,,yes,m250,rmr
M250,LMG,Scope,R4T 2.00X,,yes,m250,romeo4t
M250,LMG,Scope,ROX 1.50X,,yes,m250,romeox
M250,LMG,Scope,Shieldcqs,,yes,m250,shieldcqs
M250,LMG,Scope,Spitfire,,yes,m250,spitfire
M250,LMG,Scope,Steinert536,,yes,m250,steinert536
M250,LMG,Scope,S-VPS 6.00X,,yes,m250,tango6t
M250,LMG,Scope,RO-M 1.75X,,yes,m250,trijiconmro
M250,LMG,Scope,Trijiconrco,,yes,m250,trijiconrco
M250,LMG,Scope,Trijiconreapir,,yes,m250,trijiconreapir
M250,LMG,Scope,SDO 3.50X,,yes,m250,trijiconsdo
M250,LMG,Scope,RO-S 1.25X,,yes,m250,trijiconsro
M250,LMG,Scope,Trijiconvcog,,yes,m250,trijiconvcog
M250,LMG,Scope,Vortexm157,yes,yes,m250,vortexm157
M250,LMG,Scope,3VZR 1.75X,,yes,m250,vzor3
M250,LMG,Scope,XPS3,,yes,m250,xps3
M250,LMG,Secondary Sight,Canted Iron Sights,,yes,m250,cantedironsights
M250,LMG,Secondary Sight,Cantedreflex,,yes,m250,cantedreflex
M250,LMG,Secondary Sight,G43 Magnifier,,yes,m250,g43magnifier
M250,LMG,Secondary Sight,Offsetreddot,,,m250,offsetreddot
M250,LMG,Secondary Sight,Secondarysight,,yes,m250,secondarysight
M250,LMG,Barrel,Heavy Barrel,yes,,m250,heavybarrel
M250,LMG,Barrel,Heavy Extended Barrel,,,m250,heavyextendedbarrel
M250,LMG,Muzzle,Aac SDN6 Suppressor,,,m250,aac_sdn6_suppressor
M250,LMG,Muzzle,Aactitanmb,,yes,m250,aactitanmb
M250,LMG,Muzzle,Hx QD 762 Suppressor,,yes,m250,hxqd762suppressor
M250,LMG,Muzzle,Linear Comp,,yes,m250,kvpmachlinearcomp
M250,LMG,Muzzle,Qcherrybomb,,yes,m250,qcherrybomb
M250,LMG,Muzzle,Sandman-smil Suppressor,,yes,m250,sandman-smilsuppressor
M250,LMG,Muzzle,Sfwar Comp,,yes,m250,sfwarcomp
M250,LMG,Muzzle,Sigslx QD 68 Suppressor,yes,yes,m250,sigslxqd68suppressor
M250,LMG,Muzzle,Sigtapered Flash Hider,,yes,m250,sigtaperedflashhider
M250,LMG,Muzzle,Sigtaperedmb,,yes,m250,sigtaperedmb
M250,LMG,Muzzle,Tionmb58x24,,yes,m250,tionmb58x24
M250,LMG,Magazine,Extended Magazine I,,,m250,extended1
M250,LMG,Magazine,Standard Magazine,yes,,m250,regular
M250,LMG,Ammo,FMJ,yes,,m250,fmj
M250,LMG,Ammo,Frangible,,,m250,frangible
M250,LMG,Ammo,Hollow Point,,,m250,hollowpoint
M250,LMG,Ammo,Tungsten Core,,,m250,tungsten
M250,LMG,Bottom Rail,6H64 Vertical,,yes,m250,6ch64_vertical
M250,LMG,Bottom Rail,Bcm Stubby,,yes,m250,bcm_stubby
M250,LMG,Bottom Rail,Bipod,yes,yes,m250,bipod
M250,LMG,Bottom Rail,Bt Grip Pod QD,,yes,m250,bt_grippod_qd
M250,LMG,Bottom Rail,Fab Tfs,,yes,m250,fab_tfs
M250,LMG,Bottom Rail,GPS2,,,m250,gps2
M250,LMG,Bottom Rail,Hfga,,yes,m250,hfga
M250,LMG,Bottom Rail,Kac Vertical Grip,,yes,m250,kac_vertical_grip
M250,LMG,Bottom Rail,Lwrci Vfg,,yes,m250,lwrci_vfg
M250,LMG,Bottom Rail,Magpul Afg,,yes,m250,magpul_afg
M250,LMG,Bottom Rail,Magpul AFG2,,yes,m250,magpul_afg2
M250,LMG,Bottom Rail,Magpul Mvg,,yes,m250,magpul_mvg
M250,LMG,Bottom Rail,Msbs A2 Grip,,yes,m250,msbs_a2_grip
M250,LMG,Bottom Rail,Qbz Grip Pod,,,m250,qbz_grippod
M250,LMG,Bottom Rail,Tango Stubby,,yes,m250,tango_stubby
M250,LMG,Bottom Rail,Tangodown Vertical,,yes,m250,tangodown_vertical
M250,LMG,Bottom Rail,Troy,,yes,m250,troy
M250,LMG,Bottom Rail,Zenitco RK1,,yes,m250,zenitco_rk1
M250,LMG,Top Rail,Anpeq16b,,yes,m250,anpeq16b
M250,LMG,Top Rail,Dbal-a3,,yes,m250,dbal-a3
M250,LMG,Top Rail,La-23,,yes,m250,la-23
M250,LMG,Top Rail,Mepro Sting,,yes,m250,mepro_sting
M250,LMG,Top Rail,Perst4,,yes,m250,perst4
M250,LMG,Top Rail,Raidxe,,yes,m250,raidxe
M250,LMG,Right Rail,Modulemk3,,yes,m250,modulemk3
M250,LMG,Right Rail,Right Rail,,,m250,rightrail
M250,LMG,Right Rail,Sf300,,,m250,sf300
M250,LMG,Right Rail,Tl Missionlight,,yes,m250,tl_missionlight
M250,LMG,Ergonomic,Ergonomic Grip,,,m250,ergonomic
DRS IAR,LMG,Scope,A-P2 1.75X,,yes,m27iar,acrop2
DRS IAR,LMG,Scope,PAS 35 3.00X,,yes,m27iar,anpas35
DRS IAR,LMG,Scope,Baker 3.00X,,yes,m27iar,bravo3
DRS IAR,LMG,Scope,BF 2M 2.50X,,,m27iar,cod2m
DRS IAR,LMG,Scope,CCO 2.00X,,yes,m27iar,compm5b
DRS IAR,LMG,Scope,Mini Flex 1.00X,,yes,m27iar,eflxmini
DRS IAR,LMG,Scope,Elcandr,,yes,m27iar,elcandr
DRS IAR,LMG,Scope,LDS 4.50X,,yes,m27iar,elcanlds
DRS IAR,LMG,Scope,Holosundrsth,,yes,m27iar,holosundrsth
DRS IAR,LMG,Scope,Iron Sights,,yes,m27iar,iron_sights
DRS IAR,LMG,Scope,Marchffpshorty,,yes,m27iar,marchffpshorty
DRS IAR,LMG,Scope,RO-M 1.75X,,yes,m27iar,meprom22
DRS IAR,LMG,Scope,Osa-7 1.00X,,yes,m27iar,opk7
DRS IAR,LMG,Scope,Pg350,,yes,m27iar,pg350
DRS IAR,LMG,Scope,R-MR 1.00X,,yes,m27iar,rmr
DRS IAR,LMG,Scope,R4T 2.00X,,yes,m27iar,romeo4t
DRS IAR,LMG,Scope,ROX 1.50X,,yes,m27iar,romeox
DRS IAR,LMG,Scope,Shieldcqs,,yes,m27iar,shieldcqs
DRS IAR,LMG,Scope,Spitfire,,yes,m27iar,spitfire
DRS IAR,LMG,Scope,Steinert536,,yes,m27iar,steinert536
DRS IAR,LMG,Scope,S-VPS 6.00X,,yes,m27iar,tango6t
DRS IAR,LMG,Scope,RO-M 1.75X,,yes,m27iar,trijiconmro
DRS IAR,LMG,Scope,Trijiconrco,,yes,m27iar,trijiconrco
DRS IAR,LMG,Scope,Trijiconreapir,,yes,m27iar,trijiconreapir
DRS IAR,LMG,Scope,SDO 3.50X,yes,yes,m27iar,trijiconsdo
DRS IAR,LMG,Scope,RO-S 1.25X,,yes,m27iar,trijiconsro
DRS IAR,LMG,Scope,Trijiconvcog,,yes,m27iar,trijiconvcog
DRS IAR,LMG,Scope,3VZR 1.75X,,yes,m27iar,vzor3
DRS IAR,LMG,Scope,XPS3,,yes,m27iar,xps3
DRS IAR,LMG,Secondary Sight,Canted Iron Sights,,yes,m27iar,cantedironsights
DRS IAR,LMG,Secondary Sight,Cantedreflex,,yes,m27iar,cantedreflex
DRS IAR,LMG,Secondary Sight,G43 Magnifier,,yes,m27iar,g43magnifier
DRS IAR,LMG,Secondary Sight,Offsetreddot,,,m27iar,offsetreddot
DRS IAR,LMG,Barrel,Basic Barrel,,yes,m27iar,basicbarrel
DRS IAR,LMG,Barrel,Extended Barrel,,yes,m27iar,extended_barrel
DRS IAR,LMG,Barrel,Fluted Barrel,,yes,m27iar,fluted_barrel
DRS IAR,LMG,Barrel,Heavy Barrel,yes,,m27iar,heavy_barrel
DRS IAR,LMG,Barrel,Heavy Extended Barrel,,yes,m27iar,hvyextbarrel
DRS IAR,LMG,Barrel,Short Barrel,,yes,m27iar,short_barrel
DRS IAR,LMG,Muzzle,Hx- QD 556,,yes,m27iar,hx-qd556
DRS IAR,LMG,Muzzle,Linear Comp,,yes,m27iar,kvpmachlinearcomp
DRS IAR,LMG,Muzzle,M4 QD Flash Hider,yes,yes,m27iar,m4qdflashhider
DRS IAR,LMG,Muzzle,M4 QD Mams,,yes,m27iar,m4qdmams
DRS IAR,LMG,Muzzle,NT4 QD Suppressor,,yes,m27iar,nt4_qd_suppressor
DRS IAR,LMG,Muzzle,Rotex V,,yes,m27iar,rotex_v
DRS IAR,LMG,Muzzle,Rsmicrotactical,,yes,m27iar,rsmicrotactical
DRS IAR,LMG,Muzzle,Sfwar Comp,,yes,m27iar,sfwarcomp
DRS IAR,LMG,Muzzle,Socom Mb,,yes,m27iar,socom_mb
DRS IAR,LMG,Muzzle,Socom RC3,,yes,m27iar,socom_rc3
DRS IAR,LMG,Muzzle,Tionmb58x24,,yes,m27iar,tionmb58x24
DRS IAR,LMG,Magazine,Extended Magazine I,,,m27iar,extended1
DRS IAR,LMG,Magazine,Extended Magazine II,,,m27iar,extended2
DRS IAR,LMG,Magazine,Extended Fast Mag II,,,m27iar,extended2fast
DRS IAR,LMG,Magazine,Extended Magazine III,,,m27iar,extended3
